seed,method,agree_own_clean,agree_zhat_clean,ref_agree_zhat
40,TA50(a=0.25),0.9925925925925926,0.8518518518518519,0.8666666666666667
40,bestB-trim(a=0.10),0.8962962962962963,0.9703703703703703,0.8733333333333333
41,HA50,0.6074074074074074,0.6074074074074074,1.0
41,emEM10,0.9481481481481482,0.7407407407407407,0.7933333333333333
41,vote,0.9185185185185185,0.8666666666666667,0.9133333333333333
41,median,0.8888888888888888,0.8222222222222222,0.94
41,adapt,1.0,0.8518518518518519,0.8666666666666667
41,TA-rw(0.25),1.0,0.8518518518518519,0.8666666666666667
41,TA50(a=0.05),0.5259259259259259,0.6074074074074074,0.9266666666666666
41,TA50(a=0.10),0.8592592592592593,0.9851851851851852,0.8733333333333333
41,TA50(a=0.25),0.9925925925925926,0.8444444444444444,0.8666666666666667
41,bestB-trim(a=0.10),0.8592592592592593,0.9851851851851852,0.8733333333333333
42,HA50,0.5407407407407407,0.5407407407407407,1.0
42,emEM10,0.9481481481481482,0.7333333333333333,0.7933333333333333
42,vote,0.9333333333333333,0.8814814814814815,0.9133333333333333
42,median,0.9185185185185185,0.9333333333333333,0.94
42,adapt,1.0,0.8740740740740741,0.8666666666666667
42,TA-rw(0.25),1.0,0.8740740740740741,0.8666666666666667
42,TA50(a=0.05),0.5333333333333333,0.6,0.9266666666666666
42,TA50(a=0.10),0.8888888888888888,0.9629629629629629,0.8733333333333333
42,TA50(a=0.25),0.9851851851851852,0.8740740740740741,0.8666666666666667
42,bestB-trim(a=0.10),0.8888888888888888,0.9629629629629629,0.8733333333333333
43,HA50,0.5925925925925926,0.5925925925925926,1.0
43,emEM10,0.9407407407407408,0.725925925925926,0.7933333333333333
43,vote,0.9333333333333333,0.8962962962962963,0.9133333333333333
43,median,0.8740740740740741,0.837037037037037,0.94
43,adapt,1.0,0.8962962962962963,0.8666666666666667
43,TA-rw(0.25),1.0,0.8962962962962963,0.8666666666666667
43,TA50(a=0.05),0.5333333333333333,0.5925925925925926,0.9266666666666666
43,TA50(a=0.10),0.9111111111111111,0.9925925925925926,0.8733333333333333
43,TA50(a=0.25),0.9851851851851852,0.8962962962962963,0.8666666666666667
43,bestB-trim(a=0.10),0.8740740740740741,0.9555555555555556,0.8733333333333333
44,HA50,0.6296296296296297,0.6296296296296297,1.0
44,emEM10,0.9407407407407408,0.7555555555555555,0.7933333333333333
44,vote,0.8740740740740741,0.9407407407407408,0.9133333333333333
44,median,0.9629629629629629,0.8962962962962963,0.94
44,adapt,1.0,0.8592592592592593,0.8666666666666667
44,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
44,TA50(a=0.05),0.5481481481481482,0.6296296296296297,0.9266666666666666
44,TA50(a=0.10),0.8444444444444444,0.9629629629629629,0.8733333333333333
44,TA50(a=0.25),0.9925925925925926,0.8592592592592593,0.8666666666666667
44,bestB-trim(a=0.10),0.8444444444444444,0.9629629629629629,0.8733333333333333
45,HA50,0.5333333333333333,0.5333333333333333,1.0
45,emEM10,0.9407407407407408,0.7333333333333333,0.7933333333333333
45,vote,0.9111111111111111,0.9259259259259259,0.9133333333333333
45,median,0.9703703703703703,0.9111111111111111,0.94
45,adapt,0.9925925925925926,0.8518518518518519,0.8666666666666667
45,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
45,TA50(a=0.05),0.5037037037037037,0.5703703703703704,0.9266666666666666
45,TA50(a=0.10),0.8814814814814815,0.9851851851851852,0.8733333333333333
45,TA50(a=0.25),0.9925925925925926,0.8518518518518519,0.8666666666666667
45,bestB-trim(a=0.10),0.8814814814814815,0.9851851851851852,0.8733333333333333
46,HA50,0.6444444444444445,0.6444444444444445,1.0
46,emEM10,0.9555555555555556,0.762962962962963,0.7933333333333333
46,vote,0.8888888888888888,0.9259259259259259,0.9133333333333333
46,median,0.9481481481481482,0.9185185185185185,0.94
46,adapt,1.0,0.8666666666666667,0.8666666666666667
46,TA-rw(0.25),1.0,0.8666666666666667,0.8666666666666667
46,TA50(a=0.05),0.5925925925925926,0.6666666666666666,0.9266666666666666
46,TA50(a=0.10),0.8962962962962963,0.9703703703703703,0.8733333333333333
46,TA50(a=0.25),1.0,0.8666666666666667,0.8666666666666667
46,bestB-trim(a=0.10),0.8962962962962963,0.9703703703703703,0.8733333333333333
47,HA50,0.5777777777777777,0.5777777777777777,1.0
47,emEM10,0.9481481481481482,0.7407407407407407,0.7933333333333333
47,vote,0.9037037037037037,0.8592592592592593,0.9133333333333333
47,median,0.837037037037037,0.8666666666666667,0.94
47,adapt,1.0,0.8592592592592593,0.8666666666666667
47,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
47,TA50(a=0.05),0.5407407407407407,0.6148148148148148,0.9266666666666666
47,TA50(a=0.10),0.8888888888888888,0.9777777777777777,0.8733333333333333
47,TA50(a=0.25),0.9481481481481482,0.8962962962962963,0.8666666666666667
47,bestB-trim(a=0.10),0.8888888888888888,0.9777777777777777,0.8733333333333333
48,HA50,0.5703703703703704,0.5703703703703704,1.0
48,emEM10,0.9481481481481482,0.7481481481481481,0.7933333333333333
48,vote,0.9037037037037037,0.9481481481481482,0.9133333333333333
48,median,0.9111111111111111,0.9703703703703703,0.94
48,adapt,0.9925925925925926,0.8518518518518519,0.8666666666666667
48,TA-rw(0.25),0.9925925925925926,0.8518518518518519,0.8666666666666667
48,TA50(a=0.05),0.5333333333333333,0.6074074074074074,0.9266666666666666
48,TA50(a=0.10),0.8666666666666667,1.0,0.8733333333333333
48,TA50(a=0.25),0.9925925925925926,0.8518518518518519,0.8666666666666667
48,bestB-trim(a=0.10),0.8518518518518519,0.9703703703703703,0.8733333333333333
49,HA50,0.6222222222222222,0.6222222222222222,1.0
49,emEM10,0.9481481481481482,0.7481481481481481,0.7933333333333333
49,vote,0.8814814814814815,0.9259259259259259,0.9133333333333333
49,median,0.9481481481481482,0.8888888888888888,0.94
49,adapt,1.0,0.8814814814814815,0.8666666666666667
49,TA-rw(0.25),1.0,0.8814814814814815,0.8666666666666667
49,TA50(a=0.05),0.5777777777777777,0.6444444444444445,0.9266666666666666
49,TA50(a=0.10),0.9037037037037037,0.9851851851851852,0.8733333333333333
49,TA50(a=0.25),0.9925925925925926,0.8740740740740741,0.8666666666666667
49,bestB-trim(a=0.10),0.9037037037037037,0.9851851851851852,0.8733333333333333
